Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
22437,1.21,Very Good,I,SI1,61.8,59.0,6.75,6.78,4.18,5672
2730,0.9,Ideal,H,VS1,62.0,54.0,6.2,6.23,3.86,5013
24009,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,12883
5904,0.32,Ideal,G,IF,62.1,53.0,4.41,4.44,2.75,918
2070,0.5,Ideal,H,VVS1,61.4,57.0,5.08,5.11,3.12,1684
21323,1.14,Ideal,J,SI1,61.5,56.0,6.7,6.74,4.13,5174
2387,0.27,Very Good,F,VVS2,62.3,59.0,4.14,4.18,2.59,591
6998,1.2,Ideal,I,I1,61.9,56.0,6.85,6.82,4.23,3570
17624,0.8,Ideal,D,VS1,62.4,56.0,5.94,5.98,3.72,4619
16278,0.42,Premium,D,VVS2,59.6,59.0,4.96,4.9,2.94,1210
20814,0.42,Very Good,D,SI1,62.8,58.0,4.76,4.79,3.0,810
22202,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,5654
6196,1.53,Premium,H,SI1,59.5,59.0,7.53,7.46,4.46,10398
25432,0.5,Ideal,D,SI1,62.0,54.0,5.09,5.13,3.17,1404
4469,0.32,Very Good,D,SI1,63.2,54.0,4.38,4.36,2.76,756
19831,0.52,Ideal,G,VVS2,62.4,55.0,5.17,5.19,3.23,1911
15942,0.59,Ideal,F,VS2,60.6,56.0,5.43,5.48,3.31,1834
13295,0.3,Ideal,J,SI1,62.3,57.0,4.27,4.3,2.67,367
25874,0.33,Ideal,E,VS2,61.6,57.0,4.46,4.44,2.74,928
25887,0.37,Ideal,E,VVS2,61.8,54.0,4.63,4.6,2.85,1082
23619,2.61,Ideal,J,SI2,64.6,55.0,8.61,8.57,5.55,17209
15088,1.06,Ideal,F,SI1,61.3,57.0,6.56,6.51,4.01,4862
14270,0.52,Ideal,G,VS1,63.0,54.0,5.17,5.12,3.24,1694
25789,0.37,Ideal,D,VS2,61.3,56.0,4.64,4.6,2.83,1124
23983,1.0,Very Good,F,VS2,61.9,59.0,6.34,6.38,3.94,5505
26266,0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9,855
14343,0.4,Premium,E,SI1,62.0,61.0,4.71,4.67,2.91,882
14906,0.34,Very Good,H,VS1,63.1,57.0,4.44,4.4,2.79,765
16175,0.7,Premium,F,VS2,62.0,56.0,5.72,5.67,3.53,2573
8033,0.31,Premium,H,VS2,62.2,58.0,4.31,4.34,2.69,489
24578,1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56,12305
22943,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1073
25615,0.93,Ideal,I,SI1,62.0,57.0,6.22,6.26,3.87,2917
20604,0.8,Very Good,G,SI1,59.4,60.0,6.03,6.06,3.59,2723
10426,0.59,Ideal,E,VS1,62.3,56.0,5.4,5.38,3.36,2294
20430,0.41,Good,J,IF,63.5,54.0,4.7,4.75,3.0,827
19122,1.14,Very Good,H,SI2,63.3,57.0,6.6,6.63,4.19,4615
14069,0.37,Very Good,E,SI2,61.9,55.0,4.63,4.67,2.87,541
3009,0.7,Very Good,E,SI1,63.2,60.0,5.6,5.51,3.51,2777
4221,0.31,Ideal,D,VS2,62.6,56.0,4.36,4.33,2.72,942
13269,0.72,Ideal,H,VVS2,61.8,55.0,5.75,5.77,3.56,3417
23315,1.0,Ideal,F,SI2,62.4,57.0,6.37,6.42,3.99,5798
12539,1.5,Premium,E,SI2,61.5,59.0,7.3,7.23,4.47,8064
18114,1.22,Ideal,I,SI1,61.7,57.0,6.85,6.82,4.22,6012
24773,0.51,Ideal,H,IF,62.6,56.0,5.1,5.13,3.2,1920
15459,0.41,Ideal,D,SI1,60.8,57.0,4.84,4.8,2.93,1015
21474,0.44,Premium,I,VS1,62.8,56.0,4.88,4.83,3.05,1040
13881,1.5,Premium,G,VS1,62.7,58.0,7.3,7.25,4.56,14234
7435,0.39,Very Good,F,VS2,62.4,58.0,4.61,4.65,2.89,821
22107,0.87,Very Good,D,SI1,60.2,60.0,6.12,6.17,3.7,3664
13556,0.27,Very Good,F,VVS1,61.8,55.0,4.13,4.16,2.56,604
18732,1.23,Premium,I,VS1,61.6,58.0,6.9,6.84,4.23,5632
18975,1.01,Very Good,D,SI1,62.7,58.0,6.34,6.38,3.99,4821
2795,1.1,Premium,I,SI2,59.7,62.0,6.8,6.64,4.01,3604
18648,0.58,Ideal,H,SI1,61.8,56.0,5.36,5.38,3.32,1421
22075,0.46,Ideal,E,VS1,62.2,54.0,4.9,4.94,3.06,1393
7896,0.35,Ideal,H,VS2,61.2,56.0,4.53,4.56,2.78,571
11429,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
10494,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,776
16368,0.4,Good,E,VVS2,57.7,62.0,4.82,4.88,2.8,981
752,0.43,Ideal,G,IF,61.8,55.0,4.85,4.89,3.01,1433
1179,0.73,Ideal,E,SI1,61.6,57.0,5.81,5.78,3.57,2707
12082,0.9,Premium,F,SI1,62.5,62.0,6.11,6.08,3.81,3881
23303,0.3,Good,F,SI2,63.5,57.0,4.22,4.25,2.69,394
725,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5851
20705,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
18231,0.42,Very Good,D,SI1,63.3,58.0,4.75,4.73,3.0,942
25883,0.32,Ideal,E,SI1,62.2,54.0,4.38,4.4,2.73,516
22426,0.7,Ideal,D,SI2,62.6,57.0,5.63,5.68,3.54,2373
15295,0.43,Ideal,I,SI1,60.9,57.0,4.88,4.9,2.98,852
1902,0.53,Very Good,F,SI1,62.9,57.0,5.15,5.18,3.25,1268
23099,1.04,Premium,D,SI2,62.4,56.0,6.5,6.45,4.04,5292
21228,0.71,Premium,J,SI2,60.7,59.0,5.75,5.71,3.48,1609
10687,0.33,Premium,F,SI1,60.9,59.0,4.42,4.45,2.7,550
7346,2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,17889
5884,2.01,Premium,J,SI1,63.0,57.0,8.07,8.0,5.06,13219
17385,1.59,Ideal,I,SI2,60.5,55.0,7.62,7.55,4.59,8975
1950,0.55,Premium,F,VS2,59.0,58.0,5.38,5.33,3.16,1931
25369,2.4,Ideal,J,SI1,62.0,57.0,8.53,8.47,5.27,12468
22272,0.57,Ideal,D,VS1,61.7,56.0,5.31,5.33,3.28,2091
21982,0.31,Ideal,G,IF,62.1,56.0,4.31,4.34,2.69,871
18161,0.41,Very Good,F,SI1,63.0,56.0,4.71,4.78,2.99,705
9772,0.34,Very Good,G,SI2,62.8,59.0,4.45,4.47,2.8,447
4925,0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79,2949
8322,0.31,Ideal,I,IF,61.7,55.0,4.36,4.39,2.7,635
12725,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2630
20148,1.5,Premium,J,SI2,61.3,59.0,7.38,7.33,4.51,5351
21342,2.02,Ideal,I,SI2,60.9,60.0,8.08,8.14,4.94,14027
2035,0.32,Ideal,G,VS2,61.5,55.0,4.39,4.43,2.71,580
17413,0.37,Ideal,J,SI1,62.2,53.0,4.63,4.67,2.89,451
18111,0.74,Premium,H,VS2,60.2,58.0,5.92,5.88,3.55,2553
20285,0.3,Premium,F,VVS2,61.6,58.0,4.28,4.35,2.66,737
4716,0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88,900
20186,0.31,Ideal,D,SI1,61.9,57.0,4.36,4.33,2.69,732
16907,1.37,Premium,H,VS2,60.9,59.0,7.22,7.17,4.38,6337
18291,0.35,Fair,E,VVS2,66.2,58.0,4.41,4.35,2.9,738
5222,1.0,Good,D,SI1,60.4,64.0,6.39,6.3,3.83,5096
9076,0.56,Ideal,F,VS2,60.8,57.0,5.35,5.42,3.28,1619
10856,0.73,Premium,J,VS2,62.8,58.0,5.77,5.71,3.6,1654
20551,0.35,Ideal,I,VS2,62.5,57.0,4.53,4.5,2.82,630
15624,0.72,Very Good,G,SI1,63.1,57.0,5.66,5.72,3.59,2353
14981,0.7,Good,G,VS2,63.8,55.0,5.66,5.59,3.59,2496
12476,1.71,Very Good,J,VS1,61.2,59.0,7.65,7.72,4.7,9707
18187,0.5,Good,I,SI2,65.3,56.0,4.91,5.01,3.24,855
18520,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,4382
8944,0.52,Very Good,E,SI1,63.0,54.0,5.11,5.15,3.23,1330
13772,0.34,Very Good,H,VS2,63.1,56.0,4.46,4.41,2.8,689
18188,1.5,Premium,F,VS2,,59.0,7.37,7.35,4.5,11255
8855,1.0,Fair,E,SI2,69.0,56.0,6.01,5.94,4.12,3763
149,1.11,Premium,E,SI2,,61.0,6.66,6.61,4.09,4177
5827,0.36,Ideal,E,SI1,61.9,56.0,4.53,4.58,2.82,631
11899,1.06,Very Good,G,VS2,60.1,58.0,6.64,6.67,4.0,6212
21145,0.3,Premium,G,SI1,60.1,62.0,4.37,4.35,2.62,574
12131,2.03,Very Good,E,SI2,63.1,56.0,8.01,7.99,5.05,14646
17079,0.81,Ideal,H,SI1,62.1,54.0,6.0,6.02,3.73,2435
7809,0.31,Good,F,VS2,63.6,54.0,4.28,4.33,2.74,583
2234,2.01,Fair,E,SI2,62.1,66.0,7.99,7.92,4.94,14948
24595,0.7,Very Good,G,SI1,64.3,56.0,5.56,5.58,3.58,2517
20455,1.01,Premium,E,VVS1,61.6,58.0,6.57,6.45,4.01,10888
14601,1.57,Ideal,G,VS1,61.9,55.0,7.53,7.47,4.64,13462
9155,1.0,Very Good,G,VS2,63.8,58.0,6.31,6.35,4.04,6389
11222,0.52,Ideal,D,SI1,61.8,57.0,5.14,5.19,3.19,1600
7559,0.37,Ideal,I,VS2,61.2,56.0,4.62,4.66,2.84,603
19207,0.32,Ideal,F,IF,61.9,55.0,4.38,4.44,2.73,915
20797,0.3,Very Good,F,SI2,63.3,55.0,4.33,4.29,2.73,506
14908,0.72,Ideal,F,VS2,61.9,54.0,5.77,5.74,3.56,2568
1091,0.9,Good,D,VVS1,62.9,58.0,6.01,6.1,3.81,8239
18427,1.01,Premium,D,VS1,61.8,54.0,6.44,6.38,3.96,8201
17473,0.32,Very Good,I,VS2,62.9,57.0,4.37,4.4,2.76,449
26787,0.72,Very Good,F,VS2,62.5,58.0,5.71,5.75,3.58,2832
16331,0.51,Ideal,G,VVS2,61.9,55.0,5.14,5.17,3.19,1926
21053,0.74,Ideal,D,SI1,61.8,56.0,5.84,5.88,3.62,3517
855,1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,10658
22859,0.56,Very Good,G,VS2,62.5,57.0,5.25,5.28,3.29,1580
26231,1.01,Ideal,E,SI2,62.2,54.0,6.39,6.43,3.99,4666
4728,0.33,Ideal,G,SI2,61.2,56.0,4.48,4.51,2.75,463
12969,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,2947
18685,0.43,Very Good,G,SI1,63.1,58.0,4.79,4.75,3.01,903
25203,0.59,Ideal,F,SI2,61.7,54.0,5.38,5.44,3.34,1195
23288,0.39,Ideal,F,IF,61.0,56.0,4.72,4.75,2.89,1377
9109,1.14,Very Good,J,VS1,60.0,60.0,6.76,6.81,4.07,4702
14986,0.4,Very Good,H,SI1,62.6,57.0,4.66,4.7,2.93,666
23988,0.41,Premium,F,VVS1,61.3,59.0,4.73,4.79,2.92,1295
22769,0.32,Premium,E,SI1,60.4,61.0,4.42,4.39,2.66,672
8532,0.3,Premium,E,VS2,60.0,60.0,4.4,4.36,2.63,844
8820,0.31,Premium,D,SI1,61.4,58.0,4.39,4.34,2.68,732
18153,0.7,Fair,E,SI1,57.2,66.0,5.76,5.74,3.29,2000
23198,0.52,Ideal,D,I1,61.1,57.0,5.18,5.2,3.17,971
2659,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
16623,0.42,Ideal,E,VS2,61.7,56.0,4.82,4.8,2.97,1024
22237,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,447
4131,0.56,Ideal,D,SI1,61.3,55.0,5.32,5.35,3.27,1708
4762,0.32,Ideal,J,SI1,61.8,54.9,4.39,4.42,2.72,384
10378,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,561
16795,0.57,Ideal,D,VS2,62.1,56.0,5.29,5.34,3.3,1864
17339,1.18,Very Good,E,I1,63.3,57.0,6.7,6.64,4.22,3965
17098,1.04,Ideal,D,VS1,59.1,56.0,6.65,6.59,3.91,8341
25696,1.0,Very Good,D,SI1,62.2,58.0,6.34,6.45,3.98,5621
10777,0.23,Very Good,E,VVS2,61.8,59.0,3.92,3.95,2.43,465
11510,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,446
22055,0.44,Premium,H,VS2,61.3,58.0,4.91,4.88,3.0,1040
6540,0.7,Ideal,E,SI2,62.1,56.0,5.65,5.68,3.52,2453
19003,0.25,Very Good,E,VVS2,63.0,55.0,4.0,4.03,2.53,575
19390,0.62,Ideal,H,SI1,61.4,56.0,5.51,5.49,3.38,1618
25224,0.41,Ideal,D,SI1,60.5,57.0,4.81,4.85,2.92,744
12996,0.5,Premium,F,VVS2,62.3,58.0,5.11,5.06,3.17,2160
1826,0.32,Ideal,E,VVS2,62.3,55.0,4.37,4.4,2.73,890
11609,1.26,Ideal,G,VS1,61.6,56.0,7.03,6.96,4.31,9243
7298,0.58,Good,G,VS1,59.0,62.0,5.44,5.48,3.22,1777
4641,0.38,Premium,D,VS2,61.5,62.0,4.63,4.6,2.84,1117
10443,1.24,Ideal,I,SI2,62.5,57.0,6.89,6.84,4.29,3312
12344,1.02,Fair,H,SI1,56.9,58.0,6.64,6.75,3.81,4935
12589,2.0,Premium,J,VVS2,63.0,59.0,8.0,7.97,5.03,15214
12416,0.72,Ideal,G,SI1,61.4,56.0,5.75,5.78,3.54,2686
58,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7086
5527,1.06,Premium,F,VS2,62.2,57.0,6.58,6.53,4.08,6947
20351,1.01,Good,H,SI1,59.5,62.0,6.49,6.55,3.88,5197
18486,0.4,Ideal,J,VS2,62.2,54.0,4.75,4.8,2.97,599
2527,2.03,Ideal,F,SI2,61.4,58.0,8.12,8.16,5.0,18535
22654,1.18,Very Good,F,VVS1,60.4,59.0,6.82,6.86,4.13,12175
15895,0.5,Very Good,D,VS2,61.1,58.0,5.07,5.11,3.11,1646
4062,0.31,Ideal,H,IF,60.0,57.0,4.41,4.39,2.64,1046
23699,0.53,Ideal,D,VS2,61.2,57.0,5.2,5.26,3.2,1857
1233,1.01,Good,E,SI1,63.1,60.0,6.34,6.37,4.01,4912
13676,0.41,Premium,G,SI1,62.7,58.0,4.7,4.74,2.96,719
3307,0.3,Good,G,VVS2,63.8,56.0,4.29,4.27,2.73,878
12437,0.31,Ideal,E,VS2,61.7,56.0,4.31,4.35,2.67,680
12273,1.58,Premium,J,VVS2,61.0,58.0,7.56,7.49,4.59,7592
21183,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
935,0.38,Ideal,D,VVS2,60.7,55.0,4.69,4.71,2.85,1289
8330,0.3,Very Good,D,SI1,62.1,58.0,4.25,4.28,2.65,552
17587,0.83,Ideal,G,VS1,62.1,57.0,5.99,6.03,3.73,4181
25287,0.51,Very Good,G,VVS2,63.3,58.0,5.07,5.04,3.2,1895
18957,0.31,Ideal,E,VS2,61.5,55.0,4.37,4.41,2.7,680
23639,2.01,Very Good,J,SI1,62.4,59.0,8.02,8.08,5.02,12392
22074,0.7,Ideal,E,SI1,62.0,56.0,5.68,5.7,3.53,2948
23546,0.46,Premium,G,VS1,62.8,57.0,4.92,4.83,3.06,1087
21354,0.4,Ideal,I,SI2,61.3,56.0,4.76,4.79,2.93,612
1312,0.3,Ideal,G,SI1,60.6,57.0,4.34,4.37,2.63,487
21304,0.9,Very Good,F,SI1,59.1,59.0,6.3,6.35,3.74,4498
6010,0.38,Very Good,I,SI1,59.7,62.0,4.7,4.74,2.82,601
9736,1.01,Good,F,SI2,64.0,56.0,6.25,6.32,4.02,3768
13216,1.08,Ideal,H,SI1,60.0,58.0,6.69,6.66,4.01,5867
3305,0.23,Very Good,G,VVS2,62.9,55.0,3.88,3.92,2.45,431
26738,0.6,Good,I,VS1,60.1,62.0,5.42,5.49,3.28,1378
14859,0.3,Ideal,E,VVS1,62.0,57.0,4.29,4.32,2.67,844
23467,0.38,Ideal,E,VVS2,59.9,61.0,4.71,4.74,2.83,1008
19872,0.5,Premium,F,VVS2,60.9,58.0,5.13,5.09,3.11,2016
11388,0.3,Ideal,E,VVS1,62.4,55.0,4.32,4.34,2.7,826
25002,0.9,Very Good,J,VS2,63.1,57.0,6.12,6.06,3.84,2984
12603,0.9,Premium,F,VS2,62.3,58.0,6.16,6.14,3.83,4838
15784,1.06,Ideal,I,VVS2,62.2,55.0,6.51,6.55,4.06,6069
6946,0.85,Ideal,D,VVS1,62.0,56.0,6.05,6.11,3.77,7230
26681,2.21,Premium,F,SI2,59.6,60.0,8.53,8.49,5.07,16657
2720,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,17598
20533,0.78,Premium,F,SI2,60.6,57.0,5.98,5.94,3.61,2340
7590,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1608
7940,0.56,Ideal,H,VS1,62.8,56.0,5.28,5.23,3.3,1698
4962,0.72,Fair,G,VS1,66.4,57.0,5.6,5.51,3.69,2396
3990,1.51,Ideal,J,VS1,62.7,56.0,7.3,7.35,4.59,8092
14197,0.71,Very Good,E,SI1,61.9,56.0,5.68,5.72,3.53,2455
11557,1.22,Very Good,E,SI2,63.3,56.0,6.78,6.75,4.28,5739
13909,0.51,Ideal,G,VS2,62.4,56.0,5.11,5.14,3.2,1438
5965,1.07,Very Good,E,VS1,62.0,60.0,6.49,6.58,4.05,7768
2799,1.17,Ideal,G,VS2,62.0,57.0,6.74,6.78,4.19,7423
12564,0.38,Ideal,H,SI1,61.2,56.0,4.63,4.68,2.85,650
16009,0.96,Fair,J,SI1,67.3,56.0,6.06,6.01,4.06,2517
21778,1.5,Good,G,VS2,63.6,60.0,7.24,7.2,4.59,12787
13753,0.32,Ideal,J,VS2,62.2,57.0,4.36,4.38,2.72,393
598,0.7,Ideal,J,SI1,62.6,56.0,5.66,5.68,3.55,1937
6472,0.32,Premium,H,VVS1,60.9,58.0,4.4,4.43,2.69,730
17344,0.41,Ideal,D,VVS1,61.7,55.0,4.77,4.8,2.95,1376
26825,1.21,Very Good,E,SI1,61.0,60.0,6.83,6.88,4.18,5885
7576,1.04,Premium,F,SI1,62.2,60.0,6.48,6.44,4.02,5300
537,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217
21269,1.15,Very Good,I,SI1,62.5,60.0,6.68,6.72,4.19,4851
10677,1.52,Ideal,E,SI1,62.1,56.0,7.35,7.38,4.57,13280
7192,0.51,Ideal,H,IF,62.3,54.0,5.14,5.17,3.21,1879
14688,0.32,Very Good,E,IF,61.4,55.0,4.43,4.46,2.73,1018
